NAME NODE;CPU (cores);MEMORY (bytes);ACTIVE PODS;TASK;PARAMETER;EXECUTION START TIME (seconds)
cs-modeling1;1885m;1194Mi;1;3;2;80476
cs-modeling1;1651m;1135Mi;1;1;5;80540
cs-modeling1;1926m;1161Mi;2;3;1;80606
cs-modeling1;1837m;1160Mi;2;1;5;80674
cs-modeling1;1985m;1171Mi;3;3;1;80735
cs-modeling1;1721m;1152Mi;2;1;5;80804
cs-modeling1;2000m;1175Mi;3;1;2;80871
cs-modeling1;1994m;1191Mi;3;2;4;80939
cs-modeling1;1993m;1596Mi;4;3;4;81005
cs-modeling1;1997m;1163Mi;2;2;4;81074
cs-modeling1;1981m;1181Mi;3;2;4;81142
cs-modeling1;1992m;1200Mi;4;3;4;81208
cs-modeling1;1998m;1362Mi;5;2;1;81275
cs-modeling1;1990m;1514Mi;3;1;2;81338
cs-modeling1;1816m;1157Mi;2;1;4;81407
cs-modeling1;;;2;2;5;81475
cs-modeling1;;;3;3;1;81542
cs-modeling1;1999m;1173Mi;3;3;1;81606
cs-modeling1;1324m;1585Mi;1;3;5;81667
cs-modeling1;1954m;1898Mi;2;2;1;81733
cs-modeling1;1972m;1969Mi;3;2;5;81799
cs-modeling1;1990m;1988Mi;4;3;5;81865
cs-modeling1;1986m;1692Mi;3;3;4;81927
cs-modeling1;1707m;1578Mi;2;1;4;81996
cs-modeling1;1988m;1680Mi;2;3;1;82063
cs-modeling1;1883m;1157Mi;2;3;2;82130
cs-modeling1;1995m;1548Mi;3;3;4;82197
cs-modeling1;1385m;1146Mi;1;2;2;82258
cs-modeling1;1686m;1152Mi;1;2;5;82324
cs-modeling1;1943m;1162Mi;2;2;3;82391
cs-modeling1;1986m;1200Mi;3;1;4;82457
cs-modeling1;;;3;1;3;82518
cs-modeling1;1962m;1173Mi;3;3;3;82586
cs-modeling1;1993m;1306Mi;4;1;2;82653
cs-modeling1;2000m;1387Mi;3;3;1;82721
cs-modeling1;1913m;1163Mi;2;2;5;82790
cs-modeling1;797m;1136Mi;1;2;1;82851
cs-modeling1;1733m;1146Mi;1;2;5;82916
cs-modeling1;1942m;1158Mi;2;3;3;82983
cs-modeling1;1994m;1370Mi;3;3;5;83050
cs-modeling1;1969m;1711Mi;3;2;2;83114
cs-modeling1;739m;1133Mi;1;1;2;83180
cs-modeling1;1765m;1152Mi;2;3;2;83247
cs-modeling1;1988m;1271Mi;3;3;4;83313
cs-modeling1;1980m;2005Mi;2;3;5;83381
cs-modeling1;1287m;1155Mi;1;1;5;83442
cs-modeling1;1955m;1178Mi;2;2;5;83508
cs-modeling1;1973m;1208Mi;3;3;1;83575
cs-modeling1;1966m;1184Mi;3;2;4;83642
cs-modeling1;1978m;1193Mi;4;3;3;83706
cs-modeling1;999m;1130Mi;1;2;2;83774
cs-modeling1;1747m;1153Mi;2;2;3;83840
cs-modeling1;1976m;1168Mi;3;2;3;83907
cs-modeling1;1997m;1196Mi;3;2;2;83976
cs-modeling1;1297m;1147Mi;1;2;5;84037
cs-modeling1;1838m;1295Mi;1;3;3;84102
cs-modeling1;1865m;1229Mi;2;3;2;84167
cs-modeling1;1793m;1368Mi;1;3;5;84232
cs-modeling1;1962m;1605Mi;2;2;3;84298
cs-modeling1;751m;1157Mi;1;2;3;84359
cs-modeling1;1838m;1142Mi;1;3;4;84424
cs-modeling1;1868m;1527Mi;2;2;3;84490
cs-modeling1;1993m;1675Mi;3;2;3;84557
cs-modeling1;2000m;1173Mi;3;2;1;84618
cs-modeling1;317m;1136Mi;1;2;1;84689
cs-modeling1;1810m;1154Mi;2;1;1;84756
cs-modeling1;1806m;1155Mi;2;1;2;84823
cs-modeling1;1982m;1179Mi;2;2;4;84891
cs-modeling1;1262m;1155Mi;1;1;2;84951
cs-modeling1;1802m;1162Mi;1;2;5;85016
cs-modeling1;1909m;1183Mi;2;1;1;85082
cs-modeling1;1978m;1178Mi;3;3;3;85150
cs-modeling1;1975m;1467Mi;3;3;5;85211
cs-modeling1;482m;1138Mi;1;3;2;85279
cs-modeling1;1236m;1135Mi;1;1;4;85344
cs-modeling1;1885m;1155Mi;2;3;3;85409
cs-modeling1;2000m;1185Mi;3;2;4;85476
cs-modeling1;2000m;1185Mi;1;3;5;85537
cs-modeling1;1751m;1863Mi;2;2;1;85603
cs-modeling1;1973m;1181Mi;3;1;3;85670
cs-modeling1;1991m;1186Mi;3;2;3;85738
cs-modeling1;1986m;1284Mi;3;3;3;85805
cs-modeling1;266m;1137Mi;1;1;2;85866
cs-modeling1;1717m;1153Mi;2;1;2;85933
cs-modeling1;1823m;1154Mi;2;1;3;86000
cs-modeling1;1987m;1176Mi;3;1;3;86067
cs-modeling1;1976m;1180Mi;2;1;5;86128
cs-modeling1;1893m;1152Mi;2;3;1;86197
cs-modeling1;1915m;1162Mi;2;1;1;86264
cs-modeling1;1972m;1200Mi;3;3;4;86331
cs-modeling1;1999m;1392Mi;3;2;1;0
cs-modeling1;949m;1145Mi;1;2;5;60
cs-modeling1;1679m;1145Mi;2;3;4;127
cs-modeling1;1992m;1355Mi;2;1;4;194
cs-modeling1;;;3;3;4;261
cs-modeling1;1976m;1814Mi;3;2;5;322
cs-modeling1;1991m;1174Mi;2;3;3;397
cs-modeling1;1959m;1463Mi;2;3;2;465
cs-modeling1;1614m;1146Mi;1;2;3;533
cs-modeling1;1966m;1161Mi;2;2;2;599
cs-modeling1;268m;1123Mi;1;3;1;659
cs-modeling1;319m;1119Mi;1;3;3;724
cs-modeling1;1072m;1429Mi;2;3;3;790
cs-modeling1;1795m;1413Mi;2;3;3;857
cs-modeling1;1779m;1304Mi;1;2;1;918
cs-modeling1;307m;1122Mi;1;3;3;979
cs-modeling1;741m;1119Mi;1;3;2;1043
cs-modeling1;951m;1122Mi;1;3;1;1109
cs-modeling1;1822m;1150Mi;1;2;5;1174
cs-modeling1;1337m;1923Mi;1;3;5;1235
cs-modeling1;1771m;1138Mi;1;2;1;1300
cs-modeling1;1979m;1168Mi;2;2;5;1366
cs-modeling1;1921m;1155Mi;2;2;1;1433
cs-modeling1;1982m;1169Mi;3;3;3;1500
cs-modeling1;667m;1324Mi;1;3;4;1561
cs-modeling1;996m;1126Mi;1;2;2;1626
cs-modeling1;1677m;1144Mi;2;3;5;1692
cs-modeling1;1969m;1441Mi;3;2;1;1763
cs-modeling1;1989m;1608Mi;2;1;1;1824
cs-modeling1;262m;1123Mi;1;1;2;1890
cs-modeling1;1783m;1153Mi;2;3;4;1956
cs-modeling1;1974m;1483Mi;3;1;5;2023
cs-modeling1;1982m;1671Mi;3;1;3;2090
cs-modeling1;1620m;1164Mi;2;3;4;2159
cs-modeling1;1972m;1404Mi;3;2;4;2226
cs-modeling1;1987m;1538Mi;4;3;1;2293
cs-modeling1;2000m;1621Mi;3;1;1;2362
cs-modeling1;1995m;1686Mi;1;1;4;2423
cs-modeling1;1408m;1146Mi;1;1;1;2489
cs-modeling1;1787m;1146Mi;1;2;4;2554
cs-modeling1;2000m;1171Mi;2;2;2;2620
cs-modeling1;2001m;1177Mi;3;2;5;2686
cs-modeling1;953m;1148Mi;1;2;2;2747
cs-modeling1;1536m;1142Mi;1;2;4;2812
cs-modeling1;1943m;1153Mi;2;1;4;2878
cs-modeling1;1998m;1187Mi;3;3;5;2945
cs-modeling1;1993m;1436Mi;4;3;5;3006
cs-modeling1;2000m;2644Mi;4;3;5;3074
cs-modeling1;1994m;2874Mi;5;3;2;3142
cs-modeling1;1990m;2431Mi;5;3;5;3279
cs-modeling1;1767m;1115Mi;2;1;2;3342
cs-modeling1;1866m;1161Mi;2;1;1;3409
cs-modeling1;1675m;1113Mi;2;2;5;3477
cs-modeling1;;;2;2;2;3545
cs-modeling1;1244m;1110Mi;3;2;4;3606
cs-modeling1;1244m;1110Mi;1;3;4;3674
cs-modeling1;1734m;1314Mi;2;2;2;3741
cs-modeling1;1965m;1675Mi;3;3;4;3807
cs-modeling1;1999m;1355Mi;3;3;4;3875
cs-modeling1;872m;1118Mi;1;2;3;3936
cs-modeling1;1090m;1108Mi;1;1;1;4001
cs-modeling1;1814m;1101Mi;1;2;5;4069
cs-modeling1;1847m;1115Mi;2;2;2;4135
cs-modeling1;1974m;1135Mi;3;3;2;4201
cs-modeling1;236m;1091Mi;1;3;3;4262
cs-modeling1;1008m;1098Mi;1;1;1;4327
cs-modeling1;1744m;1112Mi;1;1;4;4393
cs-modeling1;1986m;1139Mi;2;1;4;4459
cs-modeling1;1986m;1139Mi;3;2;4;4520
cs-modeling1;2001m;1159Mi;3;1;2;4588
cs-modeling1;1991m;1163Mi;4;3;1;4654
cs-modeling1;1846m;1131Mi;2;2;1;4724
cs-modeling1;1885m;1124Mi;2;3;3;4792
cs-modeling1;272m;1094Mi;1;2;3;4853
cs-modeling1;939m;1096Mi;1;1;2;4918
cs-modeling1;1800m;1117Mi;2;1;1;4984
cs-modeling1;1794m;1350Mi;2;3;5;5057
cs-modeling1;1192m;1094Mi;2;3;2;5118
cs-modeling1;1289m;1405Mi;1;3;3;5179
cs-modeling1;1763m;1126Mi;1;1;3;5243
cs-modeling1;1978m;1149Mi;2;1;3;5310
cs-modeling1;1994m;1162Mi;3;2;1;5377
cs-modeling1;1110m;1103Mi;1;1;1;5438
cs-modeling1;1099m;1107Mi;1;3;5;5502
cs-modeling1;1729m;1512Mi;2;1;4;5567
cs-modeling1;1963m;1718Mi;3;3;3;5634
cs-modeling1;1987m;2012Mi;4;2;5;5701
cs-modeling1;1755m;1372Mi;2;3;5;5779
cs-modeling1;1938m;1603Mi;2;2;5;5846
cs-modeling1;1997m;1784Mi;3;2;1;5912
cs-modeling1;1990m;1894Mi;4;1;4;5978
cs-modeling1;1824m;1124Mi;2;2;2;6040
cs-modeling1;1998m;1141Mi;3;3;5;6107
cs-modeling1;1988m;1405Mi;4;2;5;6173
cs-modeling1;1997m;1498Mi;4;2;4;6243
cs-modeling1;1998m;1580Mi;4;1;2;6307
cs-modeling1;1999m;1968Mi;4;3;2;6380
cs-modeling1;1811m;1120Mi;1;2;3;6448
cs-modeling1;1905m;1142Mi;2;1;4;6514
cs-modeling1;1970m;1157Mi;3;3;2;6580
cs-modeling1;984m;1098Mi;1;1;2;6641
cs-modeling1;840m;1097Mi;1;3;1;6705
cs-modeling1;834m;1100Mi;1;2;5;6770
cs-modeling1;1756m;1122Mi;2;1;5;6836
cs-modeling1;1982m;1146Mi;3;3;2;6903
cs-modeling1;1249m;1125Mi;2;1;4;6971
cs-modeling1;1962m;1144Mi;2;1;3;7039
cs-modeling1;1987m;1170Mi;3;1;3;7105
cs-modeling1;1974m;1184Mi;4;2;1;7172
cs-modeling1;1975m;1147Mi;4;1;3;7235
cs-modeling1;1813m;1138Mi;2;2;4;7304
cs-modeling1;1984m;1153Mi;3;1;1;7371
cs-modeling1;1991m;1168Mi;4;1;5;7438
cs-modeling1;1982m;1192Mi;5;2;2;7505
cs-modeling1;1239m;1120Mi;2;1;4;7576
cs-modeling1;1990m;1216Mi;3;3;4;7643
cs-modeling1;1993m;1393Mi;4;2;1;7709
cs-modeling1;1999m;1489Mi;4;1;1;7777
cs-modeling1;1053m;1120Mi;2;1;5;7838
cs-modeling1;1949m;1123Mi;2;1;1;7905
cs-modeling1;2003m;1153Mi;3;1;5;7973
cs-modeling1;2000m;1167Mi;3;2;4;8044
cs-modeling1;1976m;1170Mi;4;2;3;8107
cs-modeling1;1998m;1189Mi;5;1;1;8174
cs-modeling1;1980m;1176Mi;3;2;1;8244
cs-modeling1;1986m;1179Mi;4;1;5;8311
cs-modeling1;1993m;1166Mi;4;2;4;8379
cs-modeling1;1989m;1155Mi;3;3;5;8441
cs-modeling1;1991m;1422Mi;3;2;3;8509
cs-modeling1;1997m;1561Mi;4;1;1;8576
cs-modeling1;2000m;1682Mi;5;2;5;8643
cs-modeling1;1992m;1773Mi;5;1;5;8725
cs-modeling1;1994m;1977Mi;5;2;2;8795
cs-modeling1;2002m;1189Mi;5;1;4;8864
cs-modeling1;2032m;1188Mi;5;2;4;8932
cs-modeling1;2000m;1211Mi;5;2;4;9020
cs-modeling1;;;5;1;2;9090
cs-modeling1;1974m;1196Mi;5;1;2;9312
cs-modeling1;2003m;1160Mi;3;3;1;9385
cs-modeling1;1632m;1124Mi;1;2;3;9452
cs-modeling1;1764m;1118Mi;2;2;3;9518
cs-modeling1;1972m;1160Mi;3;1;4;9584
cs-modeling1;1409m;1331Mi;2;3;3;9645
cs-modeling1;1771m;1184Mi;1;3;2;9712
cs-modeling1;1225m;1151Mi;1;1;4;9776
cs-modeling1;1962m;1126Mi;2;3;3;9842
cs-modeling1;1985m;1337Mi;3;2;4;9906
cs-modeling1;106m;1096Mi;1;3;1;9973
cs-modeling1;732m;1097Mi;1;3;2;10038
cs-modeling1;1127m;1105Mi;1;3;2;10103
cs-modeling1;944m;1104Mi;1;3;1;10167
cs-modeling1;944m;1104Mi;1;3;2;10228
cs-modeling1;290m;1097Mi;1;3;3;10289
cs-modeling1;1632m;1240Mi;1;3;2;10354
cs-modeling1;1830m;1383Mi;1;3;5;10419
cs-modeling1;1986m;1801Mi;2;3;5;10485
cs-modeling1;1546m;1113Mi;1;2;4;10546
cs-modeling1;1809m;1114Mi;2;1;2;10611
cs-modeling1;1856m;1124Mi;2;3;2;10679
cs-modeling1;1790m;1108Mi;2;1;2;10744
cs-modeling1;1877m;1133Mi;2;1;4;10806
cs-modeling1;277m;1094Mi;1;1;2;10868
cs-modeling1;1983m;1131Mi;2;3;2;10935
cs-modeling1;2003m;1240Mi;1;3;4;11000
cs-modeling1;1790m;1424Mi;2;2;5;11066
cs-modeling1;2000m;1635Mi;2;2;2;11127
cs-modeling1;297m;1097Mi;1;1;5;11193
cs-modeling1;1797m;1114Mi;2;2;1;11259
cs-modeling1;1994m;1142Mi;3;3;1;11326
cs-modeling1;1981m;1156Mi;3;1;1;11394
cs-modeling1;1291m;1371Mi;1;3;3;11454
cs-modeling1;897m;1103Mi;1;1;4;11519
cs-modeling1;1928m;1121Mi;2;2;3;11585
cs-modeling1;1990m;1141Mi;3;1;3;11652
cs-modeling1;2001m;1165Mi;4;3;1;11714
cs-modeling1;847m;1097Mi;1;1;1;11782
cs-modeling1;1786m;1120Mi;1;2;2;11852
cs-modeling1;1840m;1114Mi;2;1;1;11919
cs-modeling1;1971m;1150Mi;3;2;4;11987
cs-modeling1;148m;1099Mi;1;1;1;12048
cs-modeling1;1716m;1125Mi;1;1;3;12112
cs-modeling1;1979m;1131Mi;2;2;1;12178
cs-modeling1;1999m;1156Mi;3;1;2;12245
cs-modeling1;1994m;1166Mi;4;3;2;12307
cs-modeling1;433m;1111Mi;1;1;3;12368
cs-modeling1;1736m;1125Mi;2;1;4;12435
cs-modeling1;1822m;1121Mi;2;3;1;12502
cs-modeling1;1745m;1124Mi;2;2;5;12569
cs-modeling1;1197m;1102Mi;2;2;4;12630
cs-modeling1;1859m;1124Mi;1;2;1;12696
cs-modeling1;1982m;1134Mi;2;1;4;12762
cs-modeling1;1951m;1186Mi;2;3;5;12829
cs-modeling1;1976m;1488Mi;3;2;2;12895
cs-modeling1;1206m;1119Mi;1;3;5;12962
cs-modeling1;1709m;1551Mi;2;2;5;13028
cs-modeling1;1987m;1744Mi;3;3;2;13095
cs-modeling1;2001m;1959Mi;4;1;5;13162
cs-modeling1;2002m;1938Mi;3;1;3;13223
cs-modeling1;1974m;1146Mi;3;3;1;13292
cs-modeling1;1981m;1157Mi;3;2;3;13360
cs-modeling1;2000m;1164Mi;3;1;3;13428
cs-modeling1;1988m;1191Mi;4;2;4;13496
cs-modeling1;1654m;1117Mi;1;3;4;13564
cs-modeling1;1738m;1468Mi;2;3;5;13630
cs-modeling1;1982m;1888Mi;3;2;5;13697
cs-modeling1;2003m;1541Mi;3;2;5;13766
cs-modeling1;1987m;1719Mi;4;3;1;13827
cs-modeling1;1999m;1228Mi;2;3;3;13901
cs-modeling1;1973m;1427Mi;2;2;2;13970
cs-modeling1;1942m;1141Mi;2;2;4;14037
cs-modeling1;1978m;1184Mi;3;3;4;14103
cs-modeling1;282m;1104Mi;1;3;4;14164
cs-modeling1;2033m;1625Mi;2;2;5;14231
cs-modeling1;1840m;1129Mi;2;1;2;14299
cs-modeling1;2000m;1147Mi;3;2;2;14365
cs-modeling1;1979m;1167Mi;1;2;4;14428
cs-modeling1;849m;1102Mi;1;1;2;14494
cs-modeling1;1805m;1125Mi;2;2;4;14560
cs-modeling1;1953m;1155Mi;2;1;4;14636
cs-modeling1;2002m;1177Mi;3;2;3;14702
cs-modeling1;;;1;2;2;14769
cs-modeling1;1880m;1117Mi;2;2;2;14835
cs-modeling1;1990m;1154Mi;3;2;5;14902
cs-modeling1;1977m;1175Mi;3;3;3;14971
cs-modeling1;1046m;1112Mi;2;2;1;15032
cs-modeling1;1524m;1120Mi;1;2;3;15098
cs-modeling1;1914m;1167Mi;2;2;5;15164
cs-modeling1;1992m;1152Mi;3;2;4;15230
cs-modeling1;1978m;1152Mi;3;2;3;15298
cs-modeling1;1255m;1113Mi;1;1;4;15364
cs-modeling1;1404m;1131Mi;2;3;2;15431
cs-modeling1;1987m;1221Mi;3;2;2;15498
cs-modeling1;1982m;1169Mi;3;1;2;15565
cs-modeling1;780m;1111Mi;2;3;2;15627
cs-modeling1;1680m;1126Mi;1;1;2;15693
cs-modeling1;1971m;1132Mi;2;3;1;15760
cs-modeling1;1185m;1121Mi;1;2;2;15825
cs-modeling1;1830m;1129Mi;2;1;1;15891
cs-modeling1;285m;1104Mi;1;1;3;15952
cs-modeling1;647m;1107Mi;1;1;2;16017
cs-modeling1;1745m;1131Mi;2;1;3;16083
cs-modeling1;1984m;1150Mi;3;1;4;16149
cs-modeling1;1247m;1113Mi;3;1;1;16211
cs-modeling1;1776m;1131Mi;1;2;2;16277
cs-modeling1;1945m;1144Mi;2;2;1;16343
cs-modeling1;1998m;1170Mi;3;3;2;16411
cs-modeling1;2001m;1269Mi;4;3;3;16477
cs-modeling1;664m;1135Mi;1;3;5;16538
cs-modeling1;826m;1112Mi;1;2;4;16603
cs-modeling1;1819m;1144Mi;2;3;4;16669
cs-modeling1;1974m;1383Mi;3;1;5;16736
cs-modeling1;1985m;1521Mi;4;2;1;16803
cs-modeling1;1531m;1125Mi;2;3;5;16873
cs-modeling1;1984m;1327Mi;3;1;3;16939
cs-modeling1;1985m;1630Mi;4;2;1;17006
cs-modeling1;1987m;1756Mi;4;1;4;17074
cs-modeling1;1993m;1179Mi;4;1;4;17135
cs-modeling1;2001m;1163Mi;3;2;3;17205
cs-modeling1;1982m;1178Mi;4;3;3;17272
cs-modeling1;1992m;1301Mi;5;2;4;17339
cs-modeling1;1976m;1373Mi;5;2;5;17420
cs-modeling1;2002m;1169Mi;3;3;2;17490
cs-modeling1;1994m;1319Mi;3;1;3;17559
cs-modeling1;1981m;1157Mi;3;2;4;17626
cs-modeling1;1999m;1169Mi;4;3;3;17693
cs-modeling1;350m;1109Mi;1;3;3;17760
cs-modeling1;1679m;1410Mi;2;2;1;17827
cs-modeling1;1752m;1130Mi;2;2;3;17894
cs-modeling1;1974m;1150Mi;2;1;4;17961
cs-modeling1;806m;1111Mi;2;1;1;18022
cs-modeling1;1693m;1111Mi;1;2;1;18088
cs-modeling1;1924m;1160Mi;2;1;2;18154
cs-modeling1;1927m;1118Mi;2;2;2;18222
cs-modeling1;1969m;1139Mi;3;2;3;18288
cs-modeling1;379m;1094Mi;1;2;4;18349
cs-modeling1;1017m;1101Mi;1;1;3;18414
cs-modeling1;1758m;1118Mi;2;2;3;18480
cs-modeling1;2000m;1134Mi;3;2;5;18546
cs-modeling1;1984m;1161Mi;4;1;5;18607
cs-modeling1;1990m;1138Mi;2;1;3;18676
cs-modeling1;1972m;1145Mi;3;2;3;18743
cs-modeling1;1975m;1174Mi;4;2;3;18810
cs-modeling1;1992m;1200Mi;5;1;1;18876
cs-modeling1;1391m;1121Mi;2;2;3;18939
cs-modeling1;1833m;1116Mi;2;1;4;19006
cs-modeling1;1981m;1136Mi;3;1;2;19072
cs-modeling1;1990m;1140Mi;3;2;4;19140
cs-modeling1;1987m;1167Mi;4;1;5;19206
cs-modeling1;1996m;1157Mi;3;1;4;19276
cs-modeling1;1994m;1146Mi;3;2;2;19344
cs-modeling1;1982m;1163Mi;4;3;5;19411
cs-modeling1;1984m;1411Mi;5;1;1;19477
cs-modeling1;1983m;1881Mi;4;2;2;19539
cs-modeling1;1991m;1956Mi;4;2;3;19607
cs-modeling1;1977m;1960Mi;5;2;4;19674
cs-modeling1;1990m;2005Mi;5;1;5;19800
cs-modeling1;1391m;1121Mi;2;3;5;19873
cs-modeling1;1984m;1356Mi;3;1;2;19940
cs-modeling1;1984m;1610Mi;4;2;4;20007
cs-modeling1;2020m;1711Mi;5;3;3;20074
cs-modeling1;2000m;1945Mi;3;1;5;20136
cs-modeling1;1984m;1165Mi;2;1;3;20206
cs-modeling1;1979m;1140Mi;3;2;2;20273
cs-modeling1;1973m;1159Mi;4;2;3;20340
cs-modeling1;2000m;1186Mi;5;2;5;20406
cs-modeling1;2000m;1168Mi;4;3;2;20476
cs-modeling1;1989m;1226Mi;4;3;5;20544
cs-modeling1;1983m;1410Mi;4;3;2;20620
cs-modeling1;1970m;1570Mi;4;3;2;20692
cs-modeling1;319m;1092Mi;1;3;5;20753
cs-modeling1;1986m;1898Mi;2;3;2;20819
cs-modeling1;1843m;1250Mi;1;2;2;20885
cs-modeling1;1859m;1116Mi;2;3;5;20951
cs-modeling1;399m;1100Mi;2;3;4;21012
cs-modeling1;1757m;1120Mi;1;1;4;21077
cs-modeling1;1984m;1142Mi;2;1;1;21143
cs-modeling1;1965m;1162Mi;3;3;1;21210
cs-modeling1;1939m;1140Mi;2;3;1;21278
cs-modeling1;258m;1098Mi;1;1;5;21339
cs-modeling1;1690m;1120Mi;2;1;2;21406
cs-modeling1;1999m;1149Mi;3;2;5;21472
cs-modeling1;1967m;1145Mi;3;1;3;21540
cs-modeling1;1983m;1155Mi;4;2;1;21606
cs-modeling1;1817m;1122Mi;1;2;3;21675
cs-modeling1;1969m;1287Mi;2;3;5;21741
cs-modeling1;2000m;1476Mi;3;3;4;21808
cs-modeling1;1980m;1806Mi;4;3;2;21875
cs-modeling1;793m;1125Mi;1;2;1;21936
cs-modeling1;1185m;1116Mi;1;3;4;22001
cs-modeling1;1814m;1507Mi;2;3;3;22066
cs-modeling1;1981m;1814Mi;3;1;3;22133
cs-modeling1;1997m;1439Mi;3;2;5;22201
cs-modeling1;296m;1097Mi;1;1;2;22269
cs-modeling1;1792m;1116Mi;2;3;4;22335
cs-modeling1;2039m;1473Mi;3;3;1;22402
cs-modeling1;1954m;1642Mi;2;3;1;22470
cs-modeling1;1255m;1114Mi;1;2;4;22531
cs-modeling1;1297m;1123Mi;1;1;4;22591
cs-modeling1;1936m;1130Mi;2;3;2;22658
cs-modeling1;1982m;1129Mi;3;3;3;22724
cs-modeling1;1994m;1302Mi;3;3;1;22792
cs-modeling1;298m;1101Mi;1;2;4;22853
cs-modeling1;301m;1098Mi;1;1;5;22918
cs-modeling1;1655m;1123Mi;2;2;5;22984
cs-modeling1;1990m;1148Mi;3;3;2;23050
cs-modeling1;1997m;1217Mi;3;1;2;23112
cs-modeling1;1983m;1283Mi;2;3;5;23181
cs-modeling1;1959m;1513Mi;2;3;5;23248
cs-modeling1;1987m;2037Mi;3;3;3;23315
cs-modeling1;1981m;2401Mi;4;2;3;23382
cs-modeling1;1986m;1925Mi;1;2;5;23444
cs-modeling1;1764m;1117Mi;2;1;4;23510
cs-modeling1;1990m;1143Mi;3;1;5;23577
cs-modeling1;1927m;1164Mi;4;1;5;23645
cs-modeling1;1984m;1181Mi;5;2;5;23707
cs-modeling1;1997m;1183Mi;5;3;4;23775
cs-modeling1;2000m;1444Mi;5;2;2;24018
cs-modeling1;2000m;1514Mi;4;2;1;24092
cs-modeling1;1985m;1206Mi;5;1;1;24159
cs-modeling1;1990m;1204Mi;5;1;3;24227
cs-modeling1;2000m;1228Mi;5;3;3;24310
cs-modeling1;716m;1109Mi;1;1;2;24380
cs-modeling1;1958m;1136Mi;2;1;4;24446
cs-modeling1;2000m;1155Mi;3;3;2;24512
cs-modeling1;;;3;1;2;24580
cs-modeling1;234m;1109Mi;1;3;5;24641
cs-modeling1;1629m;1922Mi;2;1;2;24707
cs-modeling1;1981m;1144Mi;2;2;4;24774
cs-modeling1;2000m;1149Mi;3;1;4;24841
cs-modeling1;1441m;1133Mi;3;3;1;24908
cs-modeling1;1856m;1389Mi;1;3;5;24974
cs-modeling1;1955m;1660Mi;2;2;5;25040
cs-modeling1;1982m;1801Mi;3;3;4;25107
cs-modeling1;1983m;2108Mi;4;3;3;25173
cs-modeling1;1964m;1140Mi;1;2;1;25235
cs-modeling1;1217m;1119Mi;1;1;2;25300
cs-modeling1;1766m;1131Mi;2;2;2;25367
cs-modeling1;1977m;1152Mi;3;1;2;25434
cs-modeling1;310m;1106Mi;3;3;1;25502
cs-modeling1;275m;1108Mi;1;3;1;25563
cs-modeling1;275m;1108Mi;1;1;3;25624
cs-modeling1;1704m;1126Mi;2;3;2;25690
cs-modeling1;1919m;1137Mi;3;3;2;25757
cs-modeling1;332m;1110Mi;1;3;2;25818
cs-modeling1;1248m;1124Mi;1;2;3;25878
cs-modeling1;1797m;1130Mi;1;2;1;25944
cs-modeling1;1984m;1122Mi;2;1;4;26010
cs-modeling1;1862m;1145Mi;2;2;1;26078
cs-modeling1;1234m;1128Mi;1;1;1;26139
cs-modeling1;1196m;1131Mi;1;2;4;26204
cs-modeling1;1716m;1127Mi;2;2;5;26270
cs-modeling1;1969m;1150Mi;3;1;3;26336
cs-modeling1;1143m;1108Mi;4;3;1;26403
cs-modeling1;1839m;1129Mi;1;1;4;26471
cs-modeling1;1975m;1144Mi;2;1;5;26537
cs-modeling1;1990m;1148Mi;3;1;3;26604
cs-modeling1;2000m;1183Mi;4;2;4;26670
cs-modeling1;1991m;1188Mi;5;1;1;26732
cs-modeling1;1987m;1200Mi;5;2;4;26800
cs-modeling1;1993m;1224Mi;5;2;2;26882
cs-modeling1;2000m;1179Mi;4;2;4;26953
cs-modeling1;2000m;1187Mi;5;2;5;27014
cs-modeling1;1967m;1156Mi;5;3;3;27082
cs-modeling1;1979m;1351Mi;4;1;3;27152
cs-modeling1;1967m;1407Mi;4;1;2;27219
cs-modeling1;2001m;1472Mi;5;3;5;27286
cs-modeling1;1997m;1715Mi;2;3;1;27357
cs-modeling1;1056m;1093Mi;1;1;2;27422
cs-modeling1;1735m;1113Mi;2;2;1;27489
cs-modeling1;1948m;1139Mi;3;1;4;27556
cs-modeling1;1992m;1144Mi;2;2;5;27617
cs-modeling1;1867m;1118Mi;1;1;2;27683
cs-modeling1;1930m;1124Mi;2;1;1;27749
cs-modeling1;1944m;1133Mi;3;1;2;27816
cs-modeling1;1975m;1137Mi;2;1;4;27884
cs-modeling1;1328m;1120Mi;1;1;4;27945
cs-modeling1;1944m;1139Mi;2;1;4;28011
cs-modeling1;2000m;1146Mi;3;1;4;28078
cs-modeling1;1991m;1192Mi;4;1;1;28144
cs-modeling1;1982m;1195Mi;5;2;4;28207
cs-modeling1;1999m;1186Mi;4;2;1;28277
cs-modeling1;1986m;1163Mi;4;3;4;28344
cs-modeling1;1979m;1293Mi;4;1;4;28413
cs-modeling1;2001m;1496Mi;5;1;3;28479
cs-modeling1;2001m;1496Mi;3;3;4;28542
cs-modeling1;1994m;1319Mi;3;3;2;28610
cs-modeling1;1979m;1661Mi;4;1;5;28677
cs-modeling1;2002m;1629Mi;3;3;4;28754
cs-modeling1;2001m;1833Mi;3;2;5;28816
cs-modeling1;2003m;1151Mi;3;2;2;28884
cs-modeling1;1979m;1162Mi;3;2;4;28950
